"GEONAME_H";"CAT";"C_ROZH";"ROK_ST";"D_ROZH";"GN_ID"
"Z·padn˝ Lelesk˝ kan·l";"Kan·l, n·hon";"P-425/1990";2005;"31.10.1990";{A979C5D5-AF7F-4CF9-8A93-351AAC5A22DB}
"Jezovka";"Vrch";"P-108/1978";1989;"30.03.1978";{8DBB2BC9-6CC4-4E40-84E6-CBFD564B0AB4}
"KarlÌkov·";"Les";"GK-2186/1994";1994;"16.08.1994";{3BFA365B-51D1-7A2B-E053-3DC4A8C09961}
"SlaËiny";"Vrch";"P-164/1976";1994;"23.06.1976";{3833C474-026F-4132-E053-3DC4A8C019D8}
"Podmalinie";"Les";"GK-2186/1994";2017;"16.08.1994";{3D90BA4B-889B-85C5-E053-3DC4A8C08341}
"Hol˙b‰cia";"HrebeÚ, chrb·t";"GK-2186/1994";2008;"16.08.1994";{2643AD0A-010E-404B-8D5D-74E37D2D09C8}
"Za h·jom";"Pole";"GK-2186/1994";2007;"16.08.1994";{55398CA9-93DF-4782-A046-B54064DCD49E}
"Za h·jom";"Pole";"GK-2186/1994";2017;"16.08.1994";{85DE9233-D159-45EA-AA0C-FBCFFD214B47}
"äuhov·";"Les";"GK-2186/1994";2017;"16.08.1994";{3BE62435-349A-EDD4-E053-3DC4A8C02B3D}
"LevovskÈ";"L˙ka, pasienok";"GK-2186/1994";2017;"16.08.1994";{3DA100ED-4C2D-C481-E053-3DC4A8C036A0}
"Blatnick˝ hrad";"Zr˙canina";"P-221/1981";1990;"09.09.1981";{E83AD88C-2C07-42B5-B79B-135CACF26711}
"Z·voznÈ priepasti";"JaskyÚa, priepasù";"P-378/1975";1979;"19.11.1975";{58D380A6-65E0-4E56-BD1E-E1151940977A}
"Tornosek";"Pole";"P-801/1993";2017;"21.04.1993";{3E42942B-9BBD-21C2-E053-3DC4A8C02840}
"Bereky";"Pole";"P-261/1984";2016;"28.09.1984";{3899FE16-67C2-9EDA-E053-3DC4A8C04DF1}
"StudenskÈ jazero";"Jazero, jazer·, pleso, ples·";"P-244/1986";2008;"29.07.1986";{36CA42CC-CC41-4B44-E053-3DC4A8C068A3}
"ötÙlÚa Michal";"BaÚa, öachta, ötÙlÚa";"P-244/1986";2013;"29.07.1986";{368E5798-A836-F034-E053-3DC4A8C035BC}
"Pod Skalkou";"Les";"P-164/1976";1994;"23.06.1976";{7A827200-FB0D-4917-9473-4FF4F33D7FA3}
"Markuöov·";"L˙ka, pasienok";"GK-2186/1994";2017;"16.08.1994";{3C0EE09A-427C-B59F-E053-3DC4A8C01516}
"L·ûteky";"Pole";"GK-2186/1994";2013;"16.08.1994";{14FE1A4E-5091-4D15-A2EB-D2627FB49A37}
"Past˙chy";"Les";"P-164/1976";1994;"23.06.1976";{F4F7CCB0-FA5B-4096-9B23-51EF9ABD936E}
"Vr·ble";"Pole";"P-801/1993";2017;"21.04.1993";{3E2D9464-7446-6524-E053-3DC4A8C0B75E}
"Pod Bilicou";"Pole";"P-801/1993";2017;"21.04.1993";{3E7EB2F3-6994-EEB9-E053-3DC4A8C01FF7}
"Vr·ble";"Pole";"P-801/1993";2017;"21.04.1993";{3E9240F3-0381-82CA-E053-3DC4A8C0EB54}
"Drahy";"Pole";"GK-2186/1994";2017;"16.08.1994";{399FE013-57AC-6E71-E053-3DC4A8C003BA}
"KrepËiacka hora";"Svah";"P-164/1976";1994;"23.06.1976";{EB21C4A4-264C-43CF-8B73-6D5666822132}
"Mokr˝ Jasenok";"Dolina";"GK-2186/1994";2007;"16.08.1994";{FF6F8727-B558-4002-A8CD-7FA172264B52}
"OstrÈ Brdo";"Vrch";"P-170/1989";2007;"27.06.1989";{EFF8707D-FF4C-4C1D-A56A-1754687C6F7B}
"Sklabinsk˝ hrad";"Zr˙canina";"P-221/1981";1990;"09.09.1981";{172538FA-82B4-4421-A260-C40A5BBD1A42}
"Nad Poæanami";"Les";"GK-2186/1994";2007;"16.08.1994";{1EB99A5D-3D23-407B-8320-0DD3FFDEF723}
"Pasienok medzi v·ûskymi hr·dzami";"L˙ka, pasienok";"P-380/1991";2013;"26.07.1991";{37B2B3EA-42A9-4B18-B5A0-91B52E53EC25}
"Vaj·nok";"Vrch";"GK-2186/1994";2002;"16.08.1994";{1060CD2E-A877-419D-A945-B25283D0BFAF}
"Z·vodie";"Vodn˝ tok";"GK-2186/1994";1977;"16.08.1994";{39B30754-120E-7F14-E053-3DC4A8C06A59}
"FarkaöÌn";"Pole";"P-108/1978";1993;"30.03.1978";{3DF23198-3106-1E2F-E053-3DC4A8C08DEB}
"Pod äuhovou";"Les";"GK-2186/1994";2017;"16.08.1994";{3AF4F11F-A43F-0F17-E053-3DC4A8C031E0}
"Zr·ûky";"Les";"GK-2186/1994";2017;"16.08.1994";{3AF4F11F-A405-0F17-E053-3DC4A8C031E0}
"Pod Kaæam·rkou";"Les";"GK-1031/1993";2008;"01.06.1993";{196787B6-F041-4AA8-80A2-45D5610FDEC0}
"ätef·nkovci";"Majer, osada, samota, miestna Ëasù";"P-221/1981";2017;"09.09.1981";{3FD3D842-4544-5084-E053-3DC4A8C0F9B7}
"SvidniËianka";"Vodn˝ tok";"P-425/1990";2013;"31.10.1990";{6E559E21-411A-4EA7-8962-279584A27174}
"Pri Zelenkovi";"Les";"P-4/1989";1999;"11.01.1989";{CBCB58E8-50E9-40C1-877C-52C870F14ABD}
"sv. Trojica";"Kaplnka";"P-221/1981";2009;"09.09.1981";{61FC1C4A-6ED2-4DC9-A7B0-4AACA164CA53}
"Struky";"Pole";"P-261/1984";2016;"28.09.1984";{39A0141F-1A60-99A0-E053-3DC4A8C031A1}
"Na jame";"Vrch";"P-164/1976";2007;"23.06.1976";{38119BA8-0A70-0AD4-E053-3DC4A8C097BF}
"Laudriky";"Vrch";"P-261/1984";1987;"28.09.1984";{9F9E8DB5-A4F7-4535-8E68-227268DF81D5}
"UhoænÈ";"Vrch";"GK-1049/1994";1994;"18.04.1994";{38387AB4-A352-0DAA-E053-3DC4A8C09D83}
"Zichyho potok";"Kan·l, n·hon";"P-108/1978";1999;"30.03.1978";{775AAA8E-E305-4369-8B2A-BE23FDF44995}
"Zichyho potok";"Kan·l, n·hon";"P-108/1978";1999;"30.03.1978";{F7358826-5742-49C7-A02B-30ACC4C68182}
"Zichyho potok";"Kan·l, n·hon";"P-108/1978";1999;"30.03.1978";{77DFEB7F-6DA9-4B9D-9BAF-82217F6A81D3}
"HriÚov· hora";"Vrch";"P-196/1988";2010;"11.07.1988";{CED9A834-E624-4EE8-AF1E-66D4143EB97F}
"MedveÔov-Vrbina";"Kan·l, n·hon";"P-386/1992";2005;"23.09.1992";{7680FE9B-86FB-4D52-857D-D8A0CE0E41A5}
"Dubina";"Vrch";"P-1623/1990";1976;"25.09.1990";{98987CB4-50D5-4BD2-A5AC-C77099BCF71A}
"Zichyho potok";"Kan·l, n·hon";"P-108/1978";1999;"30.03.1978";{A01AD49A-3621-4482-B2AC-DA5CE0F4F969}
"Letovisko";"Vrch";"GK-1423/1993";2007;"28.07.1993";{4F93A84A-FFC6-47EF-BDBE-70E0E47E53E3}
"Zichyho potok";"Kan·l, n·hon";"P-108/1978";1999;"30.03.1978";{5350D5EB-ED09-47F6-8E4D-1931B77E7B6C}
"äiöul·ky";"Majer, osada, samota, miestna Ëasù";"P-4/1989";2010;"11.01.1989";{DCED09B2-F1A9-4C24-9FF3-99B3D08A0E01}
"SvidniËianka";"Vodn˝ tok";"P-425/1990";2013;"31.10.1990";{26C511C8-46B3-4444-B5DA-4342419BDD4B}
"Pavlov·";"Vrch";"P-164/1976";2010;"23.06.1976";{AFA2011B-74CE-4ABE-B857-0BAFDEE0D644}
"HlavaËka";"Les";"P-164/1976";2013;"23.06.1976";{9576B79D-D3E1-479C-9CB3-2A7EF7CC87CF}
"Surov˝ potok";"Vodn˝ tok";"P-425/1990";1993;"31.10.1990";{999D2BD6-A02D-447C-B899-C63B02114AD4}
"sv. Anna";"Kaplnka";"P-221/1981";2009;"09.09.1981";{34F9666C-F29D-4148-BB53-ED80AD3F24B9}
"Zichyho potok";"Kan·l, n·hon";"P-108/1978";1999;"30.03.1978";{8E79DB4A-F57D-44C5-A688-E29522FCF0F9}
"Severn˝ Radsk˝ kan·l";"Kan·l, n·hon";"P-425/1990";2007;"31.10.1990";{A3B6C6CE-C3F6-475A-8A21-13A08D5C1D65}
"Severn˝ Horeösk˝ kan·l";"Kan·l, n·hon";"P-425/1990";2005;"31.10.1990";{E6ED90DB-D2EE-46FD-B5DE-FBEB604A2F07}
"Severn˝ Pleöiansky kan·l";"Kan·l, n·hon";"P-425/1990";2005;"31.10.1990";{7069B0A9-F5A5-47E0-B34B-20353ACF42BF}
"CÌgæanka";"Vodn˝ tok";"GK-2505/1994";2007;"07.09.1994";{F7615C18-BC1C-4F6E-8F11-5F2816B5AB6A}
"Na zraze";"Les";"P-255/1992";2013;"16.06.1992";{5D80F36F-3A1F-409D-8322-E72045A43519}
"Severn˝ Pleöiansky kan·l";"Kan·l, n·hon";"P-425/1990";2005;"31.10.1990";{7ACAAF24-DEC0-4B6C-8739-209B203D83E9}
"Severn˝ Pleöiansky kan·l";"Kan·l, n·hon";"P-425/1990";2005;"31.10.1990";{245C6DCE-09A1-4971-807D-676BFB08953E}
"Starinka";"Vodn˝ tok";"P-196/1988";2007;"11.07.1988";{A7EB0290-3BE7-455A-AB52-3D6F50DD1F26}
"Severn˝ Radsk˝ kan·l";"Kan·l, n·hon";"P-425/1990";2007;"31.10.1990";{2C53E353-A86F-41C1-92F5-F7725D182E59}
"Severn˝ Pleöiansky kan·l";"Kan·l, n·hon";"P-425/1990";2005;"31.10.1990";{2FD449E2-DF8F-4C94-B939-0DCA7BDF0069}
"Severn˝ Horeösk˝ kan·l";"Kan·l, n·hon";"P-425/1990";2005;"31.10.1990";{DBF393D6-F8FB-4A47-872F-0846A12EC586}
"Severn˝ Pleöiansky kan·l";"Kan·l, n·hon";"P-425/1990";2005;"31.10.1990";{2FC96629-C9A5-436C-A404-456FB9F01F26}
"Severn˝ Radsk˝ kan·l";"Kan·l, n·hon";"P-425/1990";2007;"31.10.1990";{ABF243F0-7D56-487C-AFEE-BAC4DD86B9A2}
"Kvaön˝ potok";"Vodn˝ tok";"GK-1423/1993";2013;"28.07.1993";{5AE59E98-8884-4FF2-BD03-3C786F2B51A2}
"»ernov";"Pole";"P-470/1991";2008;"30.09.1991";{211E96CD-3096-4A7E-938F-A6B2D3A89C16}
"Viselica";"Vodn˝ tok";"P-425/1990";2007;"31.10.1990";{6A34368D-9994-48EE-8E74-F94F11B15F34}
"Zichyho potok";"Kan·l, n·hon";"P-108/1978";1999;"30.03.1978";{8EBB3ABD-39E5-4267-B4A2-DB180FD795CB}
"HraniËn˝ potok";"Kan·l, n·hon";"P-212/1982";2013;"21.10.1982";{6CC56241-FB3C-4C21-84C8-5416B3275E9B}
"Juûn˝ Horeösk˝ kan·l";"Kan·l, n·hon";"P-425/1990";2005;"31.10.1990";{7EB3B9E9-D94B-4CC0-9D52-645DA57C0753}
"Juûn˝ Pleöiansky kan·l";"Kan·l, n·hon";"P-425/1990";2005;"31.10.1990";{FF7B69B8-D9E5-4F76-A1A0-CE3BA5506C46}
"Benick˝ jarok";"Vodn˝ tok";"P-164/1976";2007;"23.06.1976";{C0041178-BC20-4251-86A3-007C51346BA2}
"Juûn˝ Radsk˝ kan·l";"Kan·l, n·hon";"P-425/1990";2007;"31.10.1990";{A33A101A-A3A8-4D34-B171-E86F74A530BA}
"Juûn˝ Horeösk˝ kan·l";"Kan·l, n·hon";"P-425/1990";2005;"31.10.1990";{6409FF99-883A-4BE8-8C22-831CA178913E}
"sv. J·n";"Kaplnka";"P-221/1981";2009;"09.09.1981";{BE69C743-B3DD-4BB7-AFE7-A4D321AE8987}
"Hruöinsk˝ jarok";"Vodn˝ tok";"P-425/1990";2010;"31.10.1990";{89880980-BAD9-4359-BF83-76456938F733}
"TyliËskÈ sedlo";"Priesmyk, sedlo";"P-1623/1990";1987;"25.09.1990";{081A7489-3B35-4EAC-8751-B3D0C34B0A5A}
"Sverûovka";"Vodn˝ tok";"P-378/1975";1992;"19.11.1975";{D891413E-8497-47D8-99DB-4BA778789BA6}
"HraniËn˝ potok";"Kan·l, n·hon";"P-212/1982";2013;"21.10.1982";{7BC08B63-D925-4BF2-BB15-F5519EA4CBE6}
"Baba";"Vrch";"GK-1832/1994";2013;"23.06.1994";{39120BFF-21F2-6241-E053-3DC4A8C0242B}
"Juûn˝ Radsk˝ kan·l";"Kan·l, n·hon";"P-425/1990";2007;"31.10.1990";{C85FD841-BB9A-4B48-96DB-B54BAC853348}
"Fijaösk˝ potok";"Vodn˝ tok";"P-259/1992";1976;"16.06.1992";{E5832A12-F174-44FD-8CD4-9149BE4B87C8}
"SvidniËianka";"Vodn˝ tok";"P-425/1990";2013;"31.10.1990";{D5B4F1D2-CE5C-496B-A49C-488234DFEF17}
"Hrub· KaËka";"Vrch";"GK-1049/1994";1994;"18.04.1994";{371E1EC7-F13C-38BF-E053-3DC4A8C0E9CB}
"Horenovo";"Vrch";"GK-2186/1994";2017;"16.08.1994";{371A3A6B-7B6B-A998-E053-3DC4A8C0B402}
"PorËe";"Vodn˝ tok";"P-98/1990";1990;"08.02.1990";{9C1C7C13-3A7D-42CE-992C-43D511DFB16E}
"Surov˝ potok";"Vodn˝ tok";"P-425/1990";1993;"31.10.1990";{35D23A57-3F36-48E6-A3A9-D87D8F2CA22D}
"äebekov·";"Vrch";"P-378/1975";2007;"19.11.1975";{A9774755-58D8-46F8-A9F7-C7EF7F630EEC}
"Hory";"Vrch";"P-321/1990";1992;"16.07.1990";{371A3A6B-7A75-A998-E053-3DC4A8C0B402}
"Fijaösk˝ potok";"Vodn˝ tok";"P-259/1992";1976;"16.06.1992";{00C1F73A-5C8C-49FB-AB26-9CB22C60F900}
"Gajdoöka";"Vrch";"P-196/1988";2007;"11.07.1988";{37061338-A472-7CB7-E053-3DC4A8C05F8C}
"SvidniËianka";"Vodn˝ tok";"P-425/1990";2013;"31.10.1990";{E1C45601-C0C0-442C-BF2F-32FB76355FD9}
"Veæk˝ kopec";"Vrch";"P-378/1975";1991;"19.11.1975";{703FEB4A-D720-4707-90AC-47B25184507A}
"Doln˝ Lom";"Les";"P-5340/2007";2010;"05.09.2007";{0B13D0C0-1F0B-4B95-9B16-C74CBBCFB894}
